Anno;Mese;NaturaIncidente;Incidenti;Feriti;Morti
2012;8;Urto con ostacolo;35;43;0
2012;8;Urto con veicolo in fermata o sosta;43;50;0
2012;9;Altre cause;9;9;0
2012;9;Fuoriuscita, sbandamento;121;130;0
2012;9;Investimento pedone;112;124;1
2012;9;Scontro frontale;10;13;0
2012;9;Scontro frontale - laterale;268;385;3
2012;9;Scontro laterale;72;95;0
2012;9;Tamponamento;99;151;0
2012;9;Urto con ostacolo;45;54;0
2012;9;Urto con veicolo in fermata o sosta;118;150;0
2012;10;Altre cause;20;21;0
2012;10;Fuoriuscita, sbandamento;161;173;0
2012;10;Investimento pedone;174;206;0
2012;10;Scontro frontale;25;44;0
2012;10;Scontro frontale - laterale;283;397;2
2012;10;Scontro laterale;126;155;0
2012;10;Tamponamento;133;220;0
2012;10;Urto con ostacolo;58;67;3
2012;10;Urto con veicolo in fermata o sosta;112;136;1
2012;11;Altre cause;6;6;0
2012;11;Fuoriuscita, sbandamento;141;150;0
2012;11;Investimento pedone;160;190;3
2012;11;Scontro frontale;17;25;0
2012;11;Scontro frontale - laterale;300;454;0
2012;11;Scontro laterale;103;128;0
2012;11;Tamponamento;101;173;0
2012;11;Urto con ostacolo;70;88;0
2012;11;Urto con veicolo in fermata o sosta;101;135;1
2012;12;Altre cause;10;11;0
2012;12;Fuoriuscita, sbandamento;133;138;0
2012;12;Investimento pedone;145;175;2
2012;12;Scontro frontale;11;18;0
2012;12;Scontro frontale - laterale;235;349;1
2012;12;Scontro laterale;58;69;0
2012;12;Tamponamento;83;135;0
2012;12;Urto con ostacolo;46;54;0
2012;12;Urto con veicolo in fermata o sosta;65;79;1
2013;1;Altre cause;8;12;0
2013;1;Fuoriuscita, sbandamento;93;95;1
2013;1;Investimento pedone;130;147;1
2013;1;Scontro frontale;13;20;0
2013;1;Scontro frontale - laterale;210;331;1
2013;1;Scontro laterale;62;75;0
2013;1;Tamponamento;83;137;0
2013;1;Urto con ostacolo;41;45;1
2013;1;Urto con veicolo in fermata o sosta;67;81;0
2013;2;Altre cause;9;10;0
2013;2;Fuoriuscita, sbandamento;84;93;0
2013;2;Investimento pedone;116;140;1
2013;2;Scontro frontale;12;19;0
2013;2;Scontro frontale - laterale;193;266;1
2013;2;Scontro laterale;54;64;0
2013;2;Tamponamento;76;119;0
2013;2;Urto con ostacolo;50;57;0
2013;2;Urto con veicolo in fermata o sosta;82;112;0
2013;3;Altre cause;5;5;0
2013;3;Fuoriuscita, sbandamento;69;74;0
2013;3;Investimento pedone;110;125;1
2013;3;Scontro frontale;14;21;0
2013;3;Scontro frontale - laterale;247;376;0
2013;3;Scontro laterale;80;94;0
2013;3;Tamponamento;112;170;0
2013;3;Urto con ostacolo;60;67;1
2013;3;Urto con veicolo in fermata o sosta;58;79;0
2013;4;Altre cause;3;3;0
2013;4;Fuoriuscita, sbandamento;101;106;0
2013;4;Investimento pedone;100;119;0
2013;4;Scontro frontale;15;26;0
2013;4;Scontro frontale - laterale;243;360;2
2013;4;Scontro laterale;72;83;0
2013;4;Tamponamento;96;150;0
2013;4;Urto con ostacolo;72;90;0
2013;4;Urto con veicolo in fermata o sosta;75;91;0
2013;5;Altre cause;5;6;0
2013;5;Fuoriuscita, sbandamento;110;119;0
2013;5;Investimento pedone;112;133;0
2013;5;Scontro frontale;16;23;0
2013;5;Scontro frontale - laterale;272;401;1
2013;5;Scontro laterale;82;91;0
2013;5;Tamponamento;101;157;0
2013;5;Urto con ostacolo;79;89;0
2013;5;Urto con veicolo in fermata o sosta;109;149;0
2013;6;Altre cause;9;9;0
2013;6;Fuoriuscita, sbandamento;146;160;1
2013;6;Investimento pedone;123;154;1
2013;6;Scontro frontale;15;22;0
2013;6;Scontro frontale - laterale;297;423;0
2013;6;Scontro laterale;96;112;0
2013;6;Tamponamento;110;175;0
2013;6;Urto con ostacolo;70;81;0
2013;6;Urto con veicolo in fermata o sosta;101;131;0
2013;7;Altre cause;8;11;0
2013;7;Fuoriuscita, sbandamento;137;146;0
2013;7;Investimento pedone;93;116;1
2013;7;Scontro frontale;11;14;0
2013;7;Scontro frontale - laterale;278;388;1
2013;7;Scontro laterale;100;117;0
2013;7;Tamponamento;91;133;0
2013;7;Urto con ostacolo;51;60;0
2013;7;Urto con veicolo in fermata o sosta;111;135;0
2013;8;Altre cause;1;1;0
2013;8;Fuoriuscita, sbandamento;85;90;1
2013;8;Investimento pedone;37;48;0
2013;8;Scontro frontale;9;15;0
2013;8;Scontro frontale - laterale;156;235;0
2013;8;Scontro laterale;53;62;0
2013;8;Tamponamento;50;75;0
2013;8;Urto con ostacolo;47;60;0
2013;8;Urto con veicolo in fermata o sosta;45;60;0
2013;9;Altre cause;15;15;0
2013;9;Fuoriuscita, sbandamento;124;134;0
2013;9;Investimento pedone;121;146;1
2013;9;Scontro frontale;18;29;0
2013;9;Scontro frontale - laterale;242;344;0
2013;9;Scontro laterale;94;124;0
2013;9;Tamponamento;113;169;0
2013;9;Urto con ostacolo;59;71;0
2013;9;Urto con veicolo in fermata o sosta;84;110;1
2013;10;Altre cause;14;14;0
2013;10;Fuoriuscita, sbandamento;157;168;0
2013;10;Investimento pedone;148;171;3
2013;10;Scontro frontale;15;27;1
2013;10;Scontro frontale - laterale;287;440;0
2013;10;Scontro laterale;98;119;0
2013;10;Tamponamento;119;189;0
2013;10;Urto con ostacolo;52;63;0
2013;10;Urto con veicolo in fermata o sosta;104;130;0
2013;11;Altre cause;5;6;0
2013;11;Fuoriuscita, sbandamento;147;157;0
2013;11;Investimento pedone;154;179;2
2013;11;Scontro frontale;10;18;0
2013;11;Scontro frontale - laterale;237;330;1
2013;11;Scontro laterale;68;75;0
2013;11;Tamponamento;80;116;0
2013;11;Urto con ostacolo;60;72;1
2013;11;Urto con veicolo in fermata o sosta;97;139;0
2013;12;Altre cause;5;7;0
2013;12;Fuoriuscita, sbandamento;92;98;0
2013;12;Investimento pedone;166;190;2
2013;12;Scontro frontale;15;22;0
2013;12;Scontro frontale - laterale;230;336;0
2013;12;Scontro laterale;66;77;0
2013;12;Tamponamento;79;133;0
2013;12;Urto con ostacolo;61;81;0
2013;12;Urto con veicolo in fermata o sosta;68;89;1
2014;1;Altre cause;2;2;0
2014;1;Fuoriuscita, sbandamento;68;70;0
2014;1;Investimento pedone;135;161;0
2014;1;Scontro frontale;11;14;0
2014;1;Scontro frontale - laterale;178;265;0
2014;1;Scontro laterale;50;63;2
2014;1;Tamponamento;69;114;0
2014;1;Urto con ostacolo;51;58;0
2014;1;Urto con veicolo in fermata o sosta;72;89;0
2014;2;Altre cause;4;4;0
2014;2;Fuoriuscita, sbandamento;54;57;0
2014;2;Investimento pedone;136;158;1
2014;2;Scontro frontale;16;29;0
2014;2;Scontro frontale - laterale;209;315;0
2014;2;Scontro laterale;62;82;0
2014;2;Tamponamento;67;101;0
2014;2;Urto con ostacolo;70;77;1
2014;2;Urto con veicolo in fermata o sosta;66;76;0
2014;3;Altre cause;8;10;0
2014;3;Fuoriuscita, sbandamento;74;78;0
2014;3;Investimento pedone;130;159;1
2014;3;Scontro frontale;16;21;1
2014;3;Scontro frontale - laterale;228;335;0
2014;3;Scontro laterale;91;104;0
2014;3;Tamponamento;73;101;0
2014;3;Urto con ostacolo;56;68;0
2014;3;Urto con veicolo in fermata o sosta;83;103;0
2014;4;Altre cause;12;13;0
2014;4;Fuoriuscita, sbandamento;121;123;1
2014;4;Investimento pedone;124;145;1
2014;4;Scontro frontale;6;11;0
2014;4;Scontro frontale - laterale;248;370;0
2014;4;Scontro laterale;77;86;0
2014;4;Tamponamento;91;148;1
2014;4;Urto con ostacolo;69;77;1
2014;4;Urto con veicolo in fermata o sosta;89;107;0
2014;5;Altre cause;9;9;0
2014;5;Fuoriuscita, sbandamento;130;137;1
2014;5;Investimento pedone;138;153;1
2014;5;Scontro frontale;10;19;0
2014;5;Scontro frontale - laterale;262;353;3
2014;5;Scontro laterale;95;106;1
2014;5;Tamponamento;101;154;0
2014;5;Urto con ostacolo;63;73;0
2014;5;Urto con veicolo in fermata o sosta;78;91;0
2014;6;Altre cause;4;5;0
2014;6;Fuoriuscita, sbandamento;141;150;1
2014;6;Investimento pedone;114;131;1
2014;6;Scontro frontale;10;13;0
2014;6;Scontro frontale - laterale;265;384;4
2014;6;Scontro laterale;76;94;0
2014;6;Tamponamento;76;125;0
2014;6;Urto con ostacolo;55;69;0
2014;6;Urto con veicolo in fermata o sosta;83;108;0
2014;7;Altre cause;5;5;0
2014;7;Fuoriuscita, sbandamento;110;119;0
2014;7;Investimento pedone;91;104;4
2014;7;Scontro frontale;14;18;0
2014;7;Scontro frontale - laterale;241;345;1
2014;7;Scontro laterale;81;101;0
2014;7;Tamponamento;82;132;0
2014;7;Urto con ostacolo;55;74;1
2014;7;Urto con veicolo in fermata o sosta;90;118;0
2014;8;Altre cause;2;2;0
2014;8;Fuoriuscita, sbandamento;60;67;0
2014;8;Investimento pedone;43;51;0
2014;8;Scontro frontale;3;8;0
2014;8;Scontro frontale - laterale;125;198;1
2014;8;Scontro laterale;42;50;0
2014;8;Tamponamento;37;55;0
2014;8;Urto con ostacolo;26;31;0
2014;8;Urto con veicolo in fermata o sosta;38;48;0
2014;9;Altre cause;1;1;0
2014;9;Fuoriuscita, sbandamento;98;106;1
2014;9;Investimento pedone;108;132;1
2014;9;Scontro frontale;18;20;0
2014;9;Scontro frontale - laterale;251;365;0
2014;9;Scontro laterale;94;120;0
2014;9;Tamponamento;85;124;0
2014;9;Urto con ostacolo;40;51;1
2014;9;Urto con veicolo in fermata o sosta;90;102;0
2014;10;Altre cause;5;9;0
2014;10;Fuoriuscita, sbandamento;117;134;0
2014;10;Investimento pedone;152;179;2
2014;10;Scontro frontale;6;7;0
2014;10;Scontro frontale - laterale;282;410;0
2014;10;Scontro laterale;90;99;0
2014;10;Tamponamento;86;128;0
2014;10;Urto con ostacolo;43;54;1
2014;10;Urto con veicolo in fermata o sosta;94;123;0
2014;11;Altre cause;2;5;0
2014;11;Fuoriuscita, sbandamento;92;95;1
2014;11;Investimento pedone;161;188;1
2014;11;Scontro frontale;13;14;0
2014;11;Scontro frontale - laterale;224;334;0
2014;11;Scontro laterale;59;72;0
2014;11;Tamponamento;63;89;0
2014;11;Urto con ostacolo;53;62;0
2014;11;Urto con veicolo in fermata o sosta;63;86;0
2014;12;Altre cause;6;7;0
2014;12;Fuoriuscita, sbandamento;84;88;0
2014;12;Investimento pedone;129;155;2
2014;12;Scontro frontale;11;15;0
2014;12;Scontro frontale - laterale;193;275;0
2014;12;Scontro laterale;59;65;0
2014;12;Tamponamento;70;113;0
2014;12;Urto con ostacolo;47;52;0
2014;12;Urto con veicolo in fermata o sosta;80;118;0
2015;1;Altre cause;2;2;0
2015;1;Fuoriuscita, sbandamento;74;78;0
2015;1;Investimento pedone;131;148;1
2015;1;Scontro frontale;11;15;0
2015;1;Scontro frontale - laterale;207;305;0
2015;1;Scontro laterale;63;71;0
2015;1;Tamponamento;59;91;0
2015;1;Urto con ostacolo;45;57;1
2015;1;Urto con veicolo in fermata o sosta;60;78;0
2015;2;Altre cause;6;6;0
2015;2;Fuoriuscita, sbandamento;57;62;0
2015;2;Investimento pedone;128;148;3
2015;2;Scontro frontale;12;18;0
2015;2;Scontro frontale - laterale;198;289;1
2015;2;Scontro laterale;60;74;0
2015;2;Tamponamento;51;70;0
2015;2;Urto con ostacolo;55;68;2
2015;2;Urto con veicolo in fermata o sosta;64;76;0
2015;3;Altre cause;11;16;0
2015;3;Fuoriuscita, sbandamento;85;93;1
2015;3;Investimento pedone;106;121;1
2015;3;Scontro frontale;17;25;0
2015;3;Scontro frontale - laterale;215;328;1
2015;3;Scontro laterale;86;94;1
2015;3;Tamponamento;82;136;0
2015;3;Urto con ostacolo;33;39;1
2015;3;Urto con veicolo in fermata o sosta;89;115;0
2015;4;Altre cause;8;11;0
2015;4;Fuoriuscita, sbandamento;90;93;0
2015;4;Investimento pedone;100;117;1
2015;4;Scontro frontale;19;30;1
2015;4;Scontro frontale - laterale;238;353;0
2015;4;Scontro laterale;100;112;0
2015;4;Tamponamento;78;127;0
2015;4;Urto con ostacolo;45;55;0
2015;4;Urto con veicolo in fermata o sosta;85;103;0
2015;5;Altre cause;7;9;0
2015;5;Fuoriuscita, sbandamento;106;119;1
2015;5;Investimento pedone;108;119;3
2015;5;Scontro frontale;14;20;0
2015;5;Scontro frontale - laterale;265;397;1
2015;5;Scontro laterale;89;103;0
2015;5;Tamponamento;78;138;0
2015;5;Urto con ostacolo;67;79;0
2015;5;Urto con veicolo in fermata o sosta;92;114;0
2015;6;Altre cause;2;2;0
2015;6;Fuoriuscita, sbandamento;109;125;1
2015;6;Investimento pedone;108;125;3
2015;6;Scontro frontale;14;22;0
2015;6;Scontro frontale - laterale;241;353;2
2015;6;Scontro laterale;104;130;0
2015;6;Tamponamento;76;110;0
2015;6;Urto con ostacolo;45;52;1
2015;6;Urto con veicolo in fermata o sosta;93;121;0
2015;7;Altre cause;6;7;0
2015;7;Fuoriuscita, sbandamento;95;105;0
2015;7;Investimento pedone;79;92;1
2015;7;Scontro frontale;14;19;0
2015;7;Scontro frontale - laterale;287;387;0
2015;7;Scontro laterale;93;105;0
2015;7;Tamponamento;94;148;0
2015;7;Urto con ostacolo;53;56;1
2015;7;Urto con veicolo in fermata o sosta;87;120;0
2015;8;Altre cause;1;1;0
2015;8;Fuoriuscita, sbandamento;62;67;0
2015;8;Investimento pedone;43;53;0
2015;8;Scontro frontale;8;12;0
2015;8;Scontro frontale - laterale;120;175;0
2015;8;Scontro laterale;32;40;1
2015;8;Tamponamento;42;59;0
2015;8;Urto con ostacolo;37;45;1
2015;8;Urto con veicolo in fermata o sosta;40;54;1
2015;9;Altre cause;8;9;0
2015;9;Fuoriuscita, sbandamento;92;97;0
2015;9;Investimento pedone;115;138;1
2015;9;Scontro frontale;12;17;0
2015;9;Scontro frontale - laterale;231;323;0
2015;9;Scontro laterale;87;100;0
2015;9;Tamponamento;87;145;0
2015;9;Urto con ostacolo;49;56;2
2015;9;Urto con veicolo in fermata o sosta;83;107;0
2015;10;Altre cause;13;17;0
2015;10;Fuoriuscita, sbandamento;111;121;0
2015;10;Investimento pedone;137;175;1
2015;10;Scontro frontale;21;31;0
2015;10;Scontro frontale - laterale;279;403;3
2015;10;Scontro laterale;92;116;0
2015;10;Tamponamento;91;144;0
2015;10;Urto con ostacolo;51;61;2
2015;10;Urto con veicolo in fermata o sosta;86;101;0
2015;11;Altre cause;6;9;0
2015;11;Fuoriuscita, sbandamento;87;92;0
2015;11;Investimento pedone;130;155;1
2015;11;Scontro frontale;16;23;0
2015;11;Scontro frontale - laterale;237;343;0
2015;11;Scontro laterale;90;98;1
2015;11;Tamponamento;98;131;0
2015;11;Urto con ostacolo;38;44;1
2015;11;Urto con veicolo in fermata o sosta;74;93;0
2015;12;Altre cause;3;3;0
2015;12;Fuoriuscita, sbandamento;71;76;1
2015;12;Investimento pedone;110;130;3
2015;12;Scontro frontale;11;15;0
2015;12;Scontro frontale - laterale;187;275;0
2015;12;Scontro laterale;68;83;0
2015;12;Tamponamento;70;106;0
2015;12;Urto con ostacolo;42;49;0
2015;12;Urto con veicolo in fermata o sosta;63;78;1
2016;1;Altre cause;3;3;0
2016;1;Fuoriuscita, sbandamento;85;94;0
2016;1;Investimento pedone;126;141;3
2016;1;Scontro frontale;5;10;0
2016;1;Scontro frontale - laterale;187;287;3
2016;1;Scontro laterale;49;54;1
2016;1;Tamponamento;79;132;0
2016;1;Urto con ostacolo;48;55;0
2016;1;Urto con veicolo in fermata o sosta;55;68;0
2016;2;Altre cause;5;5;0
2016;2;Fuoriuscita, sbandamento;82;86;0
2016;2;Investimento pedone;140;170;0
2016;2;Scontro frontale;9;18;0
2016;2;Scontro frontale - laterale;199;302;1
2016;2;Scontro laterale;70;94;0
2016;2;Tamponamento;91;150;0
2016;2;Urto con ostacolo;29;32;0
2016;2;Urto con veicolo in fermata o sosta;81;113;0
2016;3;Altre cause;2;2;0
2016;3;Fuoriuscita, sbandamento;80;88;0
2016;3;Investimento pedone;104;127;1
2016;3;Scontro frontale;11;18;0
2016;3;Scontro frontale - laterale;261;410;1
2016;3;Scontro laterale;81;96;0
2016;3;Tamponamento;79;124;0
2016;3;Urto con ostacolo;38;49;0
2016;3;Urto con veicolo in fermata o sosta;72;97;0
2016;4;Altre cause;5;8;0
2016;4;Fuoriuscita, sbandamento;88;98;0
2016;4;Investimento pedone;126;141;0
2016;4;Scontro frontale;12;25;0
2016;4;Scontro frontale - laterale;279;391;0
2016;4;Scontro laterale;97;125;0
2016;4;Tamponamento;83;127;0
2016;4;Urto con ostacolo;39;45;1
2016;4;Urto con veicolo in fermata o sosta;92;113;1
2016;5;Altre cause;6;6;0
2016;5;Fuoriuscita, sbandamento;107;116;0
2016;5;Investimento pedone;130;146;1
2016;5;Scontro frontale;7;10;0
2016;5;Scontro frontale - laterale;293;443;0
2016;5;Scontro laterale;92;111;0
2016;5;Tamponamento;90;154;0
2016;5;Urto con ostacolo;52;68;0
2016;5;Urto con veicolo in fermata o sosta;89;114;1
2016;6;Altre cause;7;7;0
2016;6;Fuoriuscita, sbandamento;83;92;0
2016;6;Investimento pedone;126;144;2
2016;6;Scontro frontale;18;24;1
2016;6;Scontro frontale - laterale;245;350;2
2016;6;Scontro laterale;86;107;0
2016;6;Tamponamento;89;131;0
2016;6;Urto con ostacolo;41;44;0
2016;6;Urto con veicolo in fermata o sosta;72;88;0
2016;7;Altre cause;4;4;0
2016;7;Fuoriuscita, sbandamento;97;106;1
2016;7;Investimento pedone;99;117;0
2016;7;Scontro frontale;13;19;0
2016;7;Scontro frontale - laterale;241;350;1
2016;7;Scontro laterale;92;108;0
2016;7;Tamponamento;93;137;0
2016;7;Urto con ostacolo;46;54;2
2016;7;Urto con veicolo in fermata o sosta;85;119;0
2016;8;Altre cause;3;3;0
2016;8;Fuoriuscita, sbandamento;48;53;0
2016;8;Investimento pedone;58;69;1
2016;8;Scontro frontale;6;13;0
2016;8;Scontro frontale - laterale;149;216;0
2016;8;Scontro laterale;34;44;0
2016;8;Tamponamento;44;72;0
2016;8;Urto con ostacolo;28;35;0
2016;8;Urto con veicolo in fermata o sosta;59;80;0
2016;9;Altre cause;11;15;0
2016;9;Fuoriuscita, sbandamento;106;115;2
2016;9;Investimento pedone;103;128;2
2016;9;Scontro frontale;15;26;1
2016;9;Scontro frontale - laterale;243;349;0
2016;9;Scontro laterale;93;110;0
2016;9;Tamponamento;83;133;0
2016;9;Urto con ostacolo;43;52;0
2016;9;Urto con veicolo in fermata o sosta;77;99;0
2016;10;Altre cause;6;9;0
2016;10;Fuoriuscita, sbandamento;122;133;0
2016;10;Investimento pedone;136;170;0
2016;10;Scontro frontale;13;14;1
2016;10;Scontro frontale - laterale;275;363;1
2016;10;Scontro laterale;96;115;1
2016;10;Tamponamento;88;138;0
2016;10;Urto con ostacolo;56;67;0
2016;10;Urto con veicolo in fermata o sosta;81;102;0
2016;11;Altre cause;3;3;0
2016;11;Fuoriuscita, sbandamento;81;88;0
2016;11;Investimento pedone;162;190;6
2016;11;Scontro frontale;12;14;0
2016;11;Scontro frontale - laterale;244;363;1
2016;11;Scontro laterale;70;86;0
2016;11;Tamponamento;96;146;0
2016;11;Urto con ostacolo;70;83;0
2016;11;Urto con veicolo in fermata o sosta;81;107;1
2016;12;Altre cause;4;4;0
2016;12;Fuoriuscita, sbandamento;58;63;0
2016;12;Investimento pedone;105;119;3
2016;12;Scontro frontale;5;5;0
2016;12;Scontro frontale - laterale;200;304;1
2016;12;Scontro laterale;62;70;0
2016;12;Tamponamento;52;71;0
2016;12;Urto con ostacolo;38;43;0
2016;12;Urto con veicolo in fermata o sosta;56;72;1
2017;1;Altre cause;6;6;0
2017;1;Fuoriuscita, sbandamento;54;56;0
2017;1;Investimento pedone;96;116;1
2017;1;Scontro frontale;6;10;0
2017;1;Scontro frontale - laterale;190;272;0
2017;1;Scontro laterale;49;55;0
2017;1;Tamponamento;69;99;0
2017;1;Urto con ostacolo;32;33;2
2017;1;Urto con veicolo in fermata o sosta;60;78;0
2017;2;Altre cause;7;7;0
2017;2;Fuoriuscita, sbandamento;59;63;0
2017;2;Investimento pedone;124;143;2
2017;2;Scontro frontale;6;10;0
2017;2;Scontro frontale - laterale;184;282;1
2017;2;Scontro laterale;51;65;0
2017;2;Tamponamento;53;83;0
2017;2;Urto con ostacolo;43;45;1
2017;2;Urto con veicolo in fermata o sosta;70;90;0
2017;3;Altre cause;5;6;0
2017;3;Fuoriuscita, sbandamento;80;90;0
2017;3;Investimento pedone;136;167;1
2017;3;Scontro frontale;10;15;0
2017;3;Scontro frontale - laterale;264;365;1
2017;3;Scontro laterale;82;87;0
2017;3;Tamponamento;95;144;0
2017;3;Urto con ostacolo;36;39;1
2017;3;Urto con veicolo in fermata o sosta;80;103;0
2017;4;Altre cause;2;2;0
2017;4;Fuoriuscita, sbandamento;97;104;0
2017;4;Investimento pedone;96;111;1
2017;4;Scontro frontale;17;23;0
2017;4;Scontro frontale - laterale;234;362;2
2017;4;Scontro laterale;77;88;0
2017;4;Tamponamento;82;128;0
2017;4;Urto con ostacolo;38;46;1
2017;4;Urto con veicolo in fermata o sosta;74;90;0
2017;5;Altre cause;7;8;0
2017;5;Fuoriuscita, sbandamento;83;92;0
2017;5;Investimento pedone;118;137;3
2017;5;Scontro frontale;15;18;0
2017;5;Scontro frontale - laterale;241;345;0
2017;5;Scontro laterale;83;101;0
2017;5;Tamponamento;89;133;0
2017;5;Urto con ostacolo;50;63;0
2017;5;Urto con veicolo in fermata o sosta;108;129;1
2017;6;Altre cause;9;11;0
2017;6;Fuoriuscita, sbandamento;93;105;0
2017;6;Investimento pedone;111;128;0
2017;6;Scontro frontale;5;5;0
2017;6;Scontro frontale - laterale;248;359;1
